age,city,email,gender,mixed breed,organization_id,pet_id,phone,photo1,photo2,photo3,postcode,primary breed,secondary breed,size,state,type,url
Adult,Normal,info@petcentralhelps.org,Female,True,IL868,44241785,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44241785/1/?bust=1552877616,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44241785/2/?bust=1552712272,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44241785/3/?bust=1552877618,61761,Pug,American Bulldog,Medium,IL,Dog,https://www.petfinder.com/dog/nutmeg-44241785/il/normal/pet-central-helps-il868/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Palm Springs,info@psanimalshelter.org,Male,True,CA1441,44241382,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44241382/1/?bust=1552708995,,,92263,Pug,Chihuahua,Medium,CA,Dog,https://www.petfinder.com/dog/tanner-44241382/ca/palm-springs/palm-springs-animal-shelter-ca1441/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,Phoenix,info@azsmalldog.org,Female,True,AZ108,44241113,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44241113/1/?bust=1553088838,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44241113/2/?bust=1553088879,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44241113/3/?bust=1553088918,85021,Pug,,Medium,AZ,Dog,https://www.petfinder.com/dog/odella-44241113/az/phoenix/az-small-dog-rescue-az108/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,Phoenix,info@azsmalldog.org,Male,True,AZ108,44241112,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44241112/1/?bust=1553088861,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44241112/2/?bust=1553088901,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44241112/3/?bust=1553088940,85021,Pug,,Medium,AZ,Dog,https://www.petfinder.com/dog/tobias-44241112/az/phoenix/az-small-dog-rescue-az108/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Alvin,info@pughearts.com,Female,False,TX1084,44239855,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44239855/1/?bust=1552686500,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44239855/2/?bust=1552686503,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44239855/3/?bust=1552686505,77512,Pug,,Small,TX,Dog,https://www.petfinder.com/dog/frances-44239855/tx/alvin/pughearts-the-houston-pug-rescue-tx1084/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,Alvin,info@pughearts.com,Female,True,TX1084,44239827,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44239827/4/?bust=1552685817,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44239827/1/?bust=1552685811,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44239827/2/?bust=1552685814,77512,Pug,Chihuahua,Small,TX,Dog,https://www.petfinder.com/dog/foxy-44239827/tx/alvin/pughearts-the-houston-pug-rescue-tx1084/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Alvin,info@pughearts.com,Female,False,TX1084,44239721,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44239721/1/?bust=1552683953,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44239721/2/?bust=1552683956,,77512,Pug,,Small,TX,Dog,https://www.petfinder.com/dog/felicity-44239721/tx/alvin/pughearts-the-houston-pug-rescue-tx1084/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Alvin,info@pughearts.com,Male,False,TX1084,44239553,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44239553/1/?bust=1552681812,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44239553/2/?bust=1552681815,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44239553/3/?bust=1552681816,77512,Pug,,Small,TX,Dog,https://www.petfinder.com/dog/chandler-44239553/tx/alvin/pughearts-the-houston-pug-rescue-tx1084/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Alvin,info@pughearts.com,Female,False,TX1084,44239441,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44239441/1/?bust=1552680181,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44239441/2/?bust=1552680184,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44239441/3/?bust=1552680186,77512,Pug,,Small,TX,Dog,https://www.petfinder.com/dog/aubrey-3-44239441/tx/alvin/pughearts-the-houston-pug-rescue-tx1084/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Alvin,info@pughearts.com,Female,False,TX1084,44191838,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44191838/3/?bust=1552677344,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44191838/1/?bust=1552677340,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44191838/2/?bust=1552677343,77512,Pug,,Small,TX,Dog,https://www.petfinder.com/dog/adelaide-44191838/tx/alvin/pughearts-the-houston-pug-rescue-tx1084/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Parma,info@parmashelter.org,Male,True,OH74,44238645,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44238645/1/?bust=1552671248,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44238645/2/?bust=1552671250,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44238645/3/?bust=1552671251,44134,Pug,,Medium,OH,Dog,https://www.petfinder.com/dog/mack-44238645/oh/parma/parma-animal-shelter-inc-oh74/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Sequim,claudiacarter57@gmail.com,Female,True,WA53,44237667,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44237667/1/?bust=1552664978,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44237667/2/?bust=1552686092,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44237667/3/?bust=1552686092,98382,Pug,Beagle,Small,WA,Dog,https://www.petfinder.com/dog/sadie-44237667/wa/sequim/welfare-for-animals-guild-wag-wa53/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Mundelein,info@reachrescue.org,Female,True,IL703,44237648,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44237648/1/?bust=1553260907,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44237648/2/?bust=1553260944,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44237648/3/?bust=1553260964,60060,Pug,,Small,IL,Dog,https://www.petfinder.com/dog/ida-44237648/il/mundelein/reach-rescue-inc-il703/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Boulder,farfelsrescue@gmail.com,Male,True,CO408,44237219,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44237219/1/?bust=1552659339,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44237219/2/?bust=1552659367,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44237219/3/?bust=1552659382,80302,Pug,Tibetan Spaniel,Small,CO,Dog,https://www.petfinder.com/dog/alvin-44237219/co/boulder/farfels-farm-and-rescue-co408/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Yucca Valley,,Male,True,CA2615,44235096,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44235096/1/?bust=1552637463,,,92286,Pug,Basset Hound,Medium,CA,Dog,https://www.petfinder.com/dog/bear-44235096/ca/yucca-valley/animal-authority-rescue-team-ca2615/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Ozark,shelter@ozarkalabama.us,Male,True,AL449,44232585,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44232585/1/?bust=1552627377,,,36360,Pug,,Small,AL,Dog,https://www.petfinder.com/dog/frank-44232585/al/ozark/ozark-animal-shelter-al449/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Grapevine,dfwpugrescue96@yahoo.com,Male,False,TX1276,44231435,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44231435/1/?bust=1552602724,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44231435/2/?bust=1552602727,,76099,Pug,,Small,TX,Dog,https://www.petfinder.com/dog/griffin-44231435/tx/grapevine/dfw-pug-rescue-tx1276/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Buffalo,info@pixiemamasrescue.com,Female,True,NY895,44229222,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44229222/1/?bust=1552586507,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44229222/2/?bust=1552586512,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44229222/3/?bust=1552586517,14220,Pug,Dachshund,Small,NY,Dog,https://www.petfinder.com/dog/mattie-gee-44229222/ny/buffalo/pixie-mamas-rescue-ny895/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Saint Clairsville,belmontcoshelter@att.net,Female,True,OH216,44229038,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44229038/1/?bust=1552836943,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44229038/2/?bust=1552836944,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44229038/3/?bust=1552836944,43950,Pug,Affenpinscher,Small,OH,Dog,https://www.petfinder.com/dog/zoey-44229038/oh/saint-clairsville/belmont-county-animal-shelter-oh216/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Pelham,socialmedia@pugrescueofnewengland.org,Male,False,MA333,44228734,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44228734/1/?bust=1552584136,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44228734/2/?bust=1552584137,,01002,Pug,,Medium,MA,Dog,https://www.petfinder.com/dog/rocky-44228734/ma/pelham/pug-rescue-of-new-england-ma333/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,Hainesville,adoptions@wagginghearts.org,Female,True,IL663,44228273,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44228273/3/?bust=1552572973,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44228273/1/?bust=1552572969,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44228273/2/?bust=1552572972,60030,Pug,,Small,IL,Dog,https://www.petfinder.com/dog/mignon-44228273/il/hainesville/wagging-hearts-il663/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Cape Girardeau,hssemo@semopets.org,Male,True,MO149,44228271,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44228271/1/?bust=1552572892,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44228271/2/?bust=1552572895,,63701,Pug,Beagle,Small,MO,Dog,https://www.petfinder.com/dog/buster-44228271/mo/cape-girardeau/humane-society-of-southeast-missouri-mo149/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Mendon,hbryan@vtbryans.com,Male,True,VT19,44228064,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44228064/1/?bust=1552564343,,,05701,Pug,Cavalier King Charles Spaniel,Medium,VT,Dog,https://www.petfinder.com/dog/copper-44228064/vt/mendon/green-mtn-pug-rescue-vt19/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Lake Forest,info@thelittlereddog.com,Male,True,CA1962,44225902,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44225902/1/?bust=1553132961,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44225902/2/?bust=1553133044,,92630,Pug,Chihuahua,Small,CA,Dog,https://www.petfinder.com/dog/obi-wan-bonded-with-bubbles-44225902/ca/lake-forest/the-little-red-dog-ca1962/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,San Antonio,info@adltexas.org,Male,True,TX46,44223530,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44223530/1/?bust=1552534460,,,78217,Pug,,Small,TX,Dog,https://www.petfinder.com/dog/pug-44223530/tx/san-antonio/animal-defense-league-of-texas-tx46/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Wayzata,blueskyrescue14@gmail.com,Male,True,MN265,44222148,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44222148/1/?bust=1552517324,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44222148/2/?bust=1552517329,,55391,Pug,English Bulldog,Medium,MN,Dog,https://www.petfinder.com/dog/rudy-44222148/mn/wayzata/blue-sky-rescue-of-minnesota-mn265/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,Cushing,cimarronhumane@yahoo.com,Female,True,OK131,44221837,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44221837/1/?bust=1552510327,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44221837/2/?bust=1552510334,,74023,Pug,Chihuahua,Medium,OK,Dog,https://www.petfinder.com/dog/sable-44221837/ok/cushing/cimarron-valley-humane-society-foster-based-rescue-ok131/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,Boyd,chewyshope@yahoo.com,Male,True,TX2008,44221800,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44221800/1/?bust=1552509718,,,76023,Pug,,Small,TX,Dog,https://www.petfinder.com/dog/arlo-44221800/tx/boyd/chewys-hope-tx2008/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Plainfield,w2wadoptions@gmail.com,Male,True,IL774,44221794,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44221794/1/?bust=1552509540,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44221794/2/?bust=1552509566,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44221794/3/?bust=1552509589,60585,Pug,,Small,IL,Dog,https://www.petfinder.com/dog/harry-a-volunteer-favorite-44221794/il/plainfield/wags-2-wishes-animal-rescue-il774/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Boulder,farfelsrescue@gmail.com,Female,True,CO408,44221355,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44221355/1/?bust=1552502212,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44221355/2/?bust=1552502225,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44221355/3/?bust=1552502239,80302,Pug,Tibetan Spaniel,Small,CO,Dog,https://www.petfinder.com/dog/luna-44221355/co/boulder/farfels-farm-and-rescue-co408/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Pasadena,homelesstoforever@gmail.com,Female,True,CA1923,44221154,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44221154/1/?bust=1552498597,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44221154/2/?bust=1552498611,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44221154/3/?bust=1552498631,91102,Pug,,Small,CA,Dog,https://www.petfinder.com/dog/betty-44221154/ca/pasadena/homeless-to-forever-foundation-monrovia-ca1923/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Palo Alto,info@dpsrescue.com,Male,True,CA1437,44219340,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44219340/1/?bust=1553005741,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44219340/2/?bust=1553005747,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44219340/3/?bust=1553005752,94306,Pug,,Small,CA,Dog,https://www.petfinder.com/dog/meatloaf-44219340/ca/palo-alto/doggie-protective-services-ca1437/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Austin,info@pugrescueaustin.com,Female,False,TX1331,44214606,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44214606/1/?bust=1552437858,,,78717,Pug,,Small,TX,Dog,https://www.petfinder.com/dog/laurie-44214606/tx/austin/pug-rescue-of-austin-tx1331/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Stilwell,petdoctor@windstream.net,Male,True,OK230,44214506,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44214506/1/?bust=1552600913,,,74960,Pug,Dachshund,Small,OK,Dog,https://www.petfinder.com/dog/buzz-44214506/ok/stilwell/paws-and-hooves-rescue-foundation-ok230/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,Batesville,HSICShelterOffice@yahoo.com,Male,True,AR65,44212838,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44212838/1/?bust=1553289857,,,72503,Pug,,Small,AR,Dog,https://www.petfinder.com/dog/ross-44212838/ar/batesville/humane-society-of-independence-county-ar65/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,Batesville,HSICShelterOffice@yahoo.com,Male,True,AR65,44212837,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44212837/1/?bust=1553289852,,,72503,Pug,,Small,AR,Dog,https://www.petfinder.com/dog/jeff-44212837/ar/batesville/humane-society-of-independence-county-ar65/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Saint Louis,goldfishmom73@gmail.com,Female,True,MO139,44212442,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44212442/1/?bust=1552413550,,,63139,Pug,Labrador Retriever,Medium,MO,Dog,https://www.petfinder.com/dog/sophie-44212442/mo/saint-louis/st-louis-senior-dog-project-mo139/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Wilmington,wahspets@yahoo.com,Male,True,OH315,44209271,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44209271/1/?bust=1552367320,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44209271/2/?bust=1552367332,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44209271/3/?bust=1552367366,45177,Pug,Chihuahua,Small,OH,Dog,https://www.petfinder.com/dog/pierce-44209271/oh/wilmington/wilmington-area-humane-society-inc-oh315/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Gardena,,Female,True,CA673,44209100,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44209100/1/?bust=1552365070,,,90248,Pug,Chihuahua,Small,CA,Dog,https://www.petfinder.com/dog/sweetie-pie-44209100/ca/gardena/l-dot-a-county-animal-care-control-carson-shelter-ca673/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Decatur,adopt@doggieharmony.org,Female,True,GA627,44207423,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44207423/1/?bust=1552367106,,,30030,Pug,Chihuahua,Small,GA,Dog,https://www.petfinder.com/dog/graffiti-44207423/ga/decatur/doggie-harmony-ga627/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,Decatur,adopt@doggieharmony.org,Female,True,GA627,44207422,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44207422/1/?bust=1552367105,,,30030,Pug,American Bulldog,Medium,GA,Dog,https://www.petfinder.com/dog/rosita-star-foster-needed-44207422/ga/decatur/doggie-harmony-ga627/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,Decatur,adopt@doggieharmony.org,Female,True,GA627,44207421,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44207421/1/?bust=1552367104,,,30030,Pug,American Bulldog,Medium,GA,Dog,https://www.petfinder.com/dog/perdita-star-foster-needed-44207421/ga/decatur/doggie-harmony-ga627/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,Decatur,adopt@doggieharmony.org,Female,True,GA627,44207420,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44207420/1/?bust=1552877515,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44207420/2/?bust=1552877516,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44207420/3/?bust=1552877518,30030,Pug,American Bulldog,Medium,GA,Dog,https://www.petfinder.com/dog/carmelita-star-foster-needed-44207420/ga/decatur/doggie-harmony-ga627/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Grapevine,dfwpugrescue96@yahoo.com,Male,False,TX1276,44206380,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44206380/1/?bust=1552354208,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44206380/2/?bust=1552354212,,76099,Pug,,Small,TX,Dog,https://www.petfinder.com/dog/higgins-44206380/tx/grapevine/dfw-pug-rescue-tx1276/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Carrollton,lostpawsrescueoftexas@yahoo.com,Male,True,TX671,44204867,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44204867/1/?bust=1552328524,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44204867/2/?bust=1552328534,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44204867/3/?bust=1552328546,75011,Pug,Terrier,Small,TX,Dog,https://www.petfinder.com/dog/big-mac-44204867/tx/carrollton/lost-paws-rescue-of-texas-tx671/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Santa Ana,poochmatch@hotmail.com,Male,True,CA1048,44204464,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44204464/4/?bust=1552321352,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44204464/1/?bust=1552321343,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44204464/2/?bust=1552321347,92780,Pug,Jack Russell Terrier,Small,CA,Dog,https://www.petfinder.com/dog/drew-44204464/ca/santa-ana/pooch-match-ca1048/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Covina,happinessincrescue@gmail.com,Male,True,CA2658,44204408,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44204408/1/?bust=1552320234,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44204408/2/?bust=1552320241,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44204408/3/?bust=1552320246,91724,Pug,,Small,CA,Dog,https://www.petfinder.com/dog/pugsley-44204408/ca/covina/happiness-is-inc-rescue-ca2658/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Miami,cpr@compassionatepugrescue.com,Male,False,FL395,44204392,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44204392/1/?bust=1552319971,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44204392/2/?bust=1552319990,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44204392/3/?bust=1552320001,33179,Pug,,Small,FL,Dog,https://www.petfinder.com/dog/kublai-kahn-44204392/fl/miami/compassionate-pug-rescue-of-south-florida-fl395/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Miami,cpr@compassionatepugrescue.com,Male,True,FL395,44204350,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44204350/1/?bust=1552319113,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44204350/2/?bust=1552319120,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44204350/3/?bust=1552319124,33179,Pug,,Small,FL,Dog,https://www.petfinder.com/dog/beanie-44204350/fl/miami/compassionate-pug-rescue-of-south-florida-fl395/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Mission,contact@cinderella-pet-rescue.org,Female,False,TX1280,44203192,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44203192/1/?bust=1553262894,,,78574,Pug,,Small,TX,Dog,https://www.petfinder.com/dog/ronnie-rose-44203192/tx/mission/cinderella-pet-rescue-inc-tx1280/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Mission,contact@cinderella-pet-rescue.org,Male,False,TX1280,44203191,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44203191/1/?bust=1553262887,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44203191/2/?bust=1553262927,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44203191/3/?bust=1553262984,78574,Pug,,Small,TX,Dog,https://www.petfinder.com/dog/rob-44203191/tx/mission/cinderella-pet-rescue-inc-tx1280/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Binghamton,muttsrus@co.broome.ny.us,Male,True,NY106,44202842,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44202842/1/?bust=1552303986,,,13905,Pug,,Small,NY,Dog,https://www.petfinder.com/dog/oswald-44202842/ny/binghamton/broome-county-dog-shelter-ny106/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Madison,emanwiller@sthuberts.org,Female,True,NJ04,44201800,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44201800/1/?bust=1553055630,,,07940,Pug,,Medium,NJ,Dog,https://www.petfinder.com/dog/maggie-44201800/nj/madison/st-huberts-animal-welfare-center-madison-nj04/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Delhi,info@heartofthecatskills.org,Male,True,NY51,44200538,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44200538/3/?bust=1552265248,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44200538/1/?bust=1552265225,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44200538/2/?bust=1552265237,13753,Pug,Beagle,Medium,NY,Dog,https://www.petfinder.com/dog/jackson-44200538/ny/delhi/heart-of-the-catskills-humane-society-ny51/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Yukon,info@petsandpeople.com,Female,True,OK12,44200302,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44200302/1/?bust=1552260588,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44200302/2/?bust=1552260588,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44200302/3/?bust=1552260589,73085,Pug,Chihuahua,Small,OK,Dog,https://www.petfinder.com/dog/freckle-face-44200302/ok/yukon/pets-and-people-humane-society-ok12/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Chattanooga,adopt@heschatt.org,Male,True,TN25,44198051,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44198051/1/?bust=1552247313,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44198051/2/?bust=1552247317,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44198051/3/?bust=1552247321,37404,Pug,Cardigan Welsh Corgi,Small,TN,Dog,https://www.petfinder.com/dog/sparky-44198051/tn/chattanooga/humane-educational-society-of-chattanooga-tn-tn25/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Williamsville,mail@saintsamongus.org,Male,False,IL177,44196277,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44196277/2/?bust=1552198833,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44196277/1/?bust=1552198829,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44196277/3/?bust=1552198909,62693,Pug,,Small,IL,Dog,https://www.petfinder.com/dog/owen-44196277/il/williamsville/illinois-saint-bernard-rescue-il177/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Arlington Heights,buddyfoundation@att.net,Male,True,IL109,44196462,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44196462/1/?bust=1552227497,,,60006,Pug,Beagle,Medium,IL,Dog,https://www.petfinder.com/dog/rocky-bear-44196462/il/arlington-heights/the-buddy-foundation-il109/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
